Date,High,Low,Open,Close,Volume,Adj Close
2021-04-20,3382.989990234375,3316.0,3373.60009765625,3334.68994140625,2623000,3334.68994140625
2021-04-21,3362.860107421875,3303.81005859375,3316.0,3362.02001953125,2211200,3362.02001953125
2021-04-22,3372.8701171875,3301.449951171875,3371.679931640625,3309.0400390625,2580600,3309.0400390625
2021-04-23,3375.0,3308.5,3319.10009765625,3340.8798828125,3192800,3340.8798828125
2021-04-26,3428.449951171875,3330.93994140625,3348.0,3409.0,4880700,3409.0
2021-04-27,3460.0,3398.010009765625,3443.469970703125,3417.429931640625,3827100,3417.429931640625
2021-04-28,3489.8798828125,3425.0,3434.800048828125,3458.5,4631900,3458.5
2021-04-29,3514.449951171875,3435.0,3505.10009765625,3471.31005859375,7682400,3471.31005859375
2021-04-30,3554.0,3462.5,3525.1201171875,3467.419921875,7009300,3467.419921875
2021-05-03,3486.64990234375,3372.699951171875,3484.72998046875,3386.489990234375,5875500,3386.489990234375
2021-05-04,3367.97998046875,3272.1298828125,3356.18994140625,3311.8701171875,5439400,3311.8701171875
2021-05-05,3354.699951171875,3264.360107421875,3338.860107421875,3270.5400390625,3711300,3270.5400390625
2021-05-06,3314.39990234375,3247.199951171875,3270.0,3306.3701171875,4447700,3306.3701171875
2021-05-07,3330.889892578125,3289.070068359375,3319.090087890625,3291.610107421875,4710300,3291.610107421875
2021-05-10,3283.0,3190.0,3282.320068359375,3190.489990234375,5838600,3190.489990234375
2021-05-11,3238.0,3127.3701171875,3136.280029296875,3223.909912109375,4619800,3223.909912109375
2021-05-12,3207.93994140625,3133.10009765625,3185.0,3151.93994140625,4936400,3151.93994140625
2021-05-13,3203.840087890625,3133.0,3185.469970703125,3161.469970703125,3350900,3161.469970703125
2021-05-14,3228.860107421875,3183.0,3185.56005859375,3222.89990234375,3325000,3222.89990234375
2021-05-17,3292.75,3234.590087890625,3245.929931640625,3270.389892578125,3723900,3270.389892578125
2021-05-18,3312.0,3230.3701171875,3292.580078125,3232.280029296875,2828400,3232.280029296875
2021-05-19,3234.75,3184.0,3195.0,3231.800048828125,2679700,3231.800048828125
2021-05-20,3259.679931640625,3236.179931640625,3244.39990234375,3247.679931640625,2633200,3247.679931640625
2021-05-21,3256.68994140625,3197.010009765625,3250.0,3203.080078125,4104900,3203.080078125
2021-05-24,3257.949951171875,3210.5,3215.5,3244.989990234375,2422800,3244.989990234375
2021-05-25,3279.820068359375,3213.760009765625,3266.669921875,3259.050048828125,3261100,3259.050048828125
2021-05-26,3295.72998046875,3258.510009765625,3274.590087890625,3265.159912109375,2384000,3265.159912109375
2021-05-27,3260.360107421875,3230.0400390625,3256.0,3230.110107421875,2561200,3230.110107421875
2021-05-28,3247.989990234375,3219.699951171875,3242.0,3223.070068359375,2329800,3223.070068359375
2021-06-01,3250.97998046875,3209.06005859375,3243.5,3218.64990234375,2430000,3218.64990234375
2021-06-02,3235.0,3208.0,3223.10009765625,3233.989990234375,2014500,3233.989990234375
2021-06-03,3214.43994140625,3184.030029296875,3204.22998046875,3187.010009765625,2398300,3187.010009765625
2021-06-04,3221.0,3198.81005859375,3212.0,3206.219970703125,2249700,3206.219970703125
2021-06-07,3208.0,3172.199951171875,3197.330078125,3198.010009765625,2215800,3198.010009765625
2021-06-08,3279.530029296875,3218.010009765625,3222.610107421875,3264.110107421875,3416700,3264.110107421875
2021-06-09,3297.580078125,3270.699951171875,3272.8701171875,3281.14990234375,2455500,3281.14990234375
2021-06-10,3351.0,3281.14990234375,3282.010009765625,3349.64990234375,3476500,3349.64990234375
2021-06-11,3366.580078125,3333.449951171875,3349.64990234375,3346.830078125,2817400,3346.830078125
2021-06-14,3385.0,3335.5,3346.830078125,3383.8701171875,2569700,3383.8701171875
2021-06-15,3396.989990234375,3363.110107421875,3384.0,3383.1298828125,2426200,3383.1298828125
2021-06-16,3426.35009765625,3360.530029296875,3392.0,3415.25,4202800,3415.25
2021-06-17,3497.199951171875,3401.0,3403.179931640625,3489.239990234375,5136500,3489.239990234375
2021-06-18,3507.0,3473.7099609375,3479.989990234375,3486.89990234375,5247700,3486.89990234375
2021-06-21,3482.0,3434.0,3476.419921875,3453.9599609375,3277100,3453.9599609375
2021-06-22,3523.780029296875,3456.090087890625,3458.06005859375,3505.43994140625,3345100,3505.43994140625
2021-06-23,3521.0,3483.199951171875,3505.0,3503.820068359375,2813300,3503.820068359375
2021-06-24,3524.860107421875,3430.85009765625,3507.639892578125,3449.080078125,3832000,3449.080078125
2021-06-25,3464.820068359375,3394.179931640625,3464.0,3401.4599609375,3941000,3401.4599609375
2021-06-28,3448.0,3413.510009765625,3416.0,3443.889892578125,2242800,3443.889892578125
2021-06-29,3456.030029296875,3423.030029296875,3438.820068359375,3448.139892578125,2098400,3448.139892578125
2021-06-30,3471.60009765625,3435.0,3441.06005859375,3440.159912109375,2404000,3440.159912109375
