Date,High,Low,Open,Close,Volume,Adj Close
2021-01-04,4.920000076293945,4.730000019073486,4.889999866485596,4.78000020980835,338400.0,4.666407108306885
2021-01-05,4.929999828338623,4.769999980926514,4.869999885559082,4.860000133514404,517800.0,4.744505882263184
2021-01-06,4.889999866485596,4.820000171661377,4.860000133514404,4.869999885559082,195400.0,4.754268169403076
2021-01-07,5.010000228881836,4.929999828338623,4.980000019073486,5.0,517500.0,4.881178855895996
2021-01-08,5.420000076293945,5.329999923706055,5.329999923706055,5.420000076293945,550000.0,5.291197776794434
2021-01-11,5.46999979019165,5.25,5.28000020980835,5.420000076293945,572000.0,5.291197776794434
2021-01-12,5.409999847412109,5.210000038146973,5.269999980926514,5.389999866485596,744700.0,5.261910438537598
2021-01-13,5.269999980926514,5.190000057220459,5.239999771118164,5.25,798900.0,5.125237464904785
2021-01-14,5.369999885559082,5.090000152587891,5.119999885559082,5.320000171661377,905000.0,5.19357442855835
2021-01-15,5.260000228881836,5.190000057220459,5.25,5.230000019073486,587100.0,5.105712890625
2021-01-19,5.590000152587891,5.349999904632568,5.360000133514404,5.5,631300.0,5.369296550750732
2021-01-20,5.559999942779541,5.460000038146973,5.510000228881836,5.519999980926514,382900.0,5.388821125030518
2021-01-21,5.539999961853027,5.409999847412109,5.480000019073486,5.5,290500.0,5.369296550750732
2021-01-22,5.349999904632568,5.260000228881836,5.349999904632568,5.340000152587891,274900.0,5.213099002838135
2021-01-25,5.119999885559082,4.960000038146973,4.960000038146973,5.099999904632568,703500.0,4.97880220413208
2021-01-26,5.019999980926514,4.929999828338623,5.010000228881836,5.0,462100.0,4.881178855895996
2021-01-27,4.789999961853027,4.630000114440918,4.699999809265137,4.690000057220459,414300.0,4.578545570373535
2021-01-28,4.730000019073486,4.639999866485596,4.699999809265137,4.690000057220459,312600.0,4.578545570373535
2021-01-29,4.889999866485596,4.710000038146973,4.75,4.739999771118164,436900.0,4.627357006072998
2021-02-01,4.889999866485596,4.739999771118164,4.809999942779541,4.869999885559082,327200.0,4.754268169403076
2021-02-02,4.889999866485596,4.78000020980835,4.820000171661377,4.869999885559082,450300.0,4.754268169403076
